Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Company Reputation,Employee Recognition,Attrition,Innovation Opportunities_No,Innovation Opportunities_Yes,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Leadership Opportunities_No,Leadership Opportunities_Yes,Remote Work_No,Remote Work_Yes,Overtime_No,Overtime_Yes
48,1,31,11164,2,1,2,3,72,0,1,1,1,74,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
57,0,18,8580,1,1,1,1,84,2,3,0,1,60,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
50,0,30,8113,1,2,3,0,19,0,0,2,1,78,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
22,0,5,9117,2,2,1,0,7,2,4,1,0,34,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
28,0,6,8571,0,1,1,0,35,1,2,0,0,55,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
19,1,6,9016,2,0,2,0,28,3,1,0,1,48,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
47,1,16,9128,2,2,3,1,90,4,3,2,0,17,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
33,0,19,9380,2,2,2,1,65,4,3,1,1,53,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
31,1,14,8143,2,3,2,1,54,1,0,2,0,77,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
26,0,5,8268,2,1,2,4,6,3,4,1,2,53,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
51,0,28,7345,1,2,2,1,43,0,0,0,1,29,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
44,0,34,10286,2,2,2,1,63,0,4,0,1,53,3,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
30,0,20,4281,2,2,2,0,63,0,4,1,1,61,2,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
55,0,8,12985,1,3,1,2,41,3,4,1,1,22,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
33,0,16,5629,1,2,1,0,15,2,1,2,1,46,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
27,0,9,9279,2,2,2,2,69,0,1,1,1,36,2,3,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
49,1,41,8549,1,1,1,1,13,2,0,0,0,60,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
41,0,21,7838,2,2,2,2,99,1,3,0,2,69,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
27,1,2,5196,3,3,1,1,75,2,1,1,2,18,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
22,1,2,8184,3,2,1,1,98,2,6,0,0,79,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
22,1,8,4522,2,1,2,0,18,3,0,0,1,26,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
50,0,36,4911,2,1,2,1,59,2,4,1,0,94,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
20,1,8,8713,0,0,0,1,82,2,0,1,1,25,2,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
36,1,9,9055,3,2,2,0,61,2,4,1,2,24,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
34,0,10,8721,3,0,2,0,76,1,0,0,2,11,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
38,0,14,4496,2,2,2,3,76,2,0,0,0,86,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
20,1,6,5970,2,2,2,1,54,1,2,0,0,27,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
42,1,6,7741,3,2,2,0,4,3,3,0,0,28,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
48,1,40,9533,1,1,2,1,81,4,5,2,1,61,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
29,1,15,4738,2,3,1,0,76,1,4,0,2,35,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
32,1,6,5879,2,2,1,0,47,4,2,2,1,72,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
26,0,17,6523,2,2,3,2,85,3,3,0,1,86,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
48,1,15,6837,1,2,2,0,36,2,0,1,1,70,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
44,0,31,6033,0,3,3,2,28,1,0,1,2,38,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
59,1,45,8127,2,2,3,0,22,1,1,1,2,79,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
25,1,17,8611,2,2,2,0,4,1,5,0,1,60,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
43,0,27,3536,2,1,2,0,48,1,3,0,1,85,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
25,1,10,6205,3,0,2,0,50,3,3,1,1,74,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
55,0,33,4831,2,2,0,0,63,0,5,2,0,50,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
18,1,9,4764,3,2,2,1,93,3,1,0,2,57,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
59,0,30,5520,0,3,2,0,50,2,0,1,1,58,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
40,1,12,8482,1,2,2,1,18,3,1,0,2,46,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
22,1,1,6326,2,2,2,0,2,2,4,0,1,79,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
58,1,17,4952,2,2,3,2,49,2,1,1,0,28,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
39,0,13,8976,2,2,1,4,82,3,0,0,1,25,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
40,0,29,4592,0,3,2,0,68,3,2,0,1,72,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
36,0,13,6389,2,2,2,1,87,2,5,1,2,64,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
19,0,5,8482,0,3,3,0,57,0,5,2,1,31,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
20,1,8,7412,3,2,2,1,19,2,0,2,2,81,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
45,0,15,7730,0,3,3,0,81,3,2,0,1,76,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
18,0,10,5842,2,1,3,0,84,1,0,2,2,21,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
32,1,13,3951,0,2,2,0,56,4,2,1,1,82,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
20,0,10,5784,1,1,2,0,1,2,6,2,1,68,3,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
33,1,11,9415,1,2,3,2,97,2,2,2,2,46,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
43,0,20,10994,2,1,2,2,7,4,3,0,1,24,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
32,1,11,9305,1,2,1,0,35,2,3,0,2,67,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
37,0,12,11806,0,2,2,2,50,1,4,0,0,76,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
19,0,8,6113,2,2,2,0,58,4,0,0,2,44,3,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
20,1,12,9242,1,3,1,1,71,0,0,0,0,73,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
30,0,7,6279,2,2,2,2,90,1,2,0,1,48,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
40,0,11,10512,1,3,3,0,74,1,2,2,2,66,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
34,0,19,7909,1,0,2,2,12,2,3,1,0,48,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
55,0,5,5788,1,1,2,0,63,3,1,2,1,13,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
33,1,20,7265,1,2,3,0,40,2,2,1,0,86,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
26,0,18,10661,2,1,2,4,36,2,3,0,0,45,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
25,1,7,4811,2,2,2,0,79,1,2,1,0,38,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
27,0,12,5329,1,2,3,2,20,3,3,1,0,35,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
35,0,25,7153,3,2,3,2,63,2,2,0,0,91,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
50,0,40,3043,2,2,1,0,24,2,3,1,1,102,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
50,0,14,9495,2,1,2,2,96,1,0,0,1,23,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
58,0,4,8151,2,2,2,0,15,0,1,1,0,8,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
33,1,22,7714,1,3,2,2,7,2,2,2,2,83,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
20,0,11,7628,0,1,2,3,17,2,1,0,1,84,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,0,9,8486,1,2,2,0,11,0,0,2,1,18,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
55,0,2,3553,1,3,2,0,59,2,2,0,0,28,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
45,1,33,6063,2,2,3,0,6,2,4,1,1,84,3,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
50,0,39,7600,2,2,2,0,60,2,0,2,0,107,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
44,0,1,3288,3,1,2,0,10,4,4,1,1,38,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
59,0,16,8392,1,1,2,1,17,3,0,1,1,26,2,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
32,1,21,7104,3,0,1,2,31,0,0,0,2,25,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
33,1,3,3815,3,0,3,1,6,2,0,2,0,14,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
34,1,18,4328,3,2,2,0,20,2,3,1,0,57,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
43,1,23,6952,0,3,3,4,24,0,0,1,1,61,1,3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
40,0,18,6369,2,1,2,1,98,1,2,1,1,45,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
22,0,1,8756,0,2,3,1,55,2,4,0,1,23,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
58,0,9,5532,2,2,2,1,4,2,1,1,1,19,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55,0,34,8673,1,2,2,2,97,2,0,1,2,86,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
38,1,14,3891,3,0,2,2,82,2,3,1,1,75,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
27,0,14,6029,3,3,2,2,60,1,1,1,0,74,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
22,1,11,4137,1,2,1,1,19,0,3,0,1,83,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
23,0,2,8081,3,1,3,0,81,1,0,2,1,52,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
29,0,7,6932,1,1,3,3,44,0,1,2,1,17,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
57,1,14,5795,2,2,3,3,3,1,6,2,1,83,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
57,0,47,9191,2,1,3,0,19,1,4,1,1,114,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
46,0,38,7244,2,2,2,0,48,4,3,1,0,46,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
42,0,6,8405,2,2,2,1,55,3,1,1,1,8,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
45,0,31,4968,1,2,2,4,99,0,0,0,0,92,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
36,1,23,10442,0,2,2,0,47,0,1,2,1,30,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
26,1,16,6605,2,1,2,2,70,1,2,1,1,46,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
37,1,9,10730,2,2,2,1,21,3,0,1,0,36,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
20,1,6,8622,1,2,2,0,73,1,4,1,0,82,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
44,1,36,7140,0,3,2,0,1,2,2,0,2,83,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
23,1,9,6125,2,0,2,1,53,2,0,1,1,41,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
28,0,7,7655,1,2,2,3,30,1,2,1,0,14,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
48,0,10,7049,1,1,3,1,38,3,0,2,0,31,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
40,1,8,3752,2,1,2,0,78,1,0,1,0,73,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
46,0,12,7931,1,2,2,0,4,2,3,1,1,54,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
54,1,41,6877,2,0,3,3,45,0,2,1,1,67,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
47,0,1,9605,2,2,2,0,69,0,0,2,2,16,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
38,0,2,4098,2,1,2,2,77,0,0,1,1,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
23,1,9,6957,2,3,2,0,69,3,2,0,1,81,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
46,0,29,6468,0,1,2,2,21,0,3,1,1,72,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
38,0,14,6299,2,1,2,2,53,2,0,2,1,63,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
59,0,15,5154,3,2,2,0,49,4,0,2,1,49,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
39,0,11,5802,1,3,2,0,17,2,1,0,1,73,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
32,1,16,5329,3,2,3,0,7,2,1,1,0,49,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
34,0,2,11093,2,0,3,0,17,1,1,2,1,66,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
24,1,1,7256,0,2,2,2,11,0,0,1,0,61,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
19,0,7,8060,0,1,2,0,20,2,1,2,0,42,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
26,0,16,6033,0,2,2,2,6,2,6,0,1,46,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
31,1,3,9216,2,2,2,0,98,3,4,0,1,43,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
44,1,4,11515,2,0,2,0,53,1,0,2,2,54,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
37,0,8,7512,1,2,2,0,50,2,0,2,0,55,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
30,0,13,9321,1,3,2,1,94,1,0,0,0,51,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
47,1,4,8766,3,1,2,1,10,0,0,2,2,70,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
45,0,33,9436,1,0,2,2,54,2,1,0,0,97,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
42,0,11,5415,2,1,2,0,9,0,3,0,2,52,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
48,1,18,8762,1,3,2,0,54,2,4,0,0,47,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
49,1,29,4453,3,1,1,0,87,1,4,1,2,53,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
20,1,7,4647,3,0,2,0,13,1,1,0,1,15,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
42,0,26,5890,3,3,2,2,7,2,0,0,0,101,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
39,1,6,9452,2,2,2,1,65,3,1,0,1,8,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
18,0,3,8548,2,3,2,0,30,2,1,1,1,58,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
46,1,34,4628,2,2,2,1,69,3,3,0,2,95,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
38,0,15,6841,1,0,2,0,82,1,2,1,2,47,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
33,1,18,4285,1,2,2,1,15,3,0,1,0,86,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
31,0,10,8351,1,2,2,0,53,2,2,0,2,28,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
29,0,4,7419,1,3,2,0,5,1,1,1,1,46,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
26,1,3,7321,2,2,2,2,41,0,3,1,0,77,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
29,0,12,11368,1,1,2,3,13,3,2,2,1,43,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
19,1,7,4102,3,2,0,0,82,2,4,0,1,22,2,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
21,0,3,9090,0,2,2,0,44,2,1,2,0,52,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
47,0,19,7557,2,3,1,0,29,3,0,2,1,79,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
44,0,17,7852,2,1,2,0,14,1,0,1,1,31,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
24,1,6,7795,0,2,3,2,32,0,1,0,2,72,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
50,1,33,10508,2,2,2,0,12,2,4,2,0,75,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
42,0,30,9487,3,0,2,0,43,2,1,1,1,81,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
24,1,4,5353,1,3,2,2,64,4,4,0,0,7,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
30,1,19,7343,2,2,3,0,20,0,0,1,2,54,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
33,1,19,9173,2,2,2,0,70,0,1,1,2,79,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
31,1,10,8528,2,3,3,2,31,1,1,1,1,82,3,3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
35,1,4,10228,0,2,2,0,49,0,1,1,1,11,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
53,0,15,4918,2,2,2,1,69,1,4,1,1,45,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
28,0,17,5773,2,2,2,0,25,2,1,1,2,79,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
19,1,4,2989,1,3,2,3,79,4,1,2,1,10,2,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
24,1,7,6606,3,2,2,1,83,3,0,2,1,13,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
38,0,8,7973,1,2,0,0,38,3,0,1,1,21,2,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
31,1,15,7622,1,3,2,0,98,1,0,0,1,69,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
32,1,24,8848,2,3,2,1,61,0,3,2,2,57,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
32,0,19,9337,1,3,2,0,77,1,2,0,2,92,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
48,0,13,7175,0,2,1,0,75,1,2,1,1,29,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
37,1,11,5869,3,1,3,0,96,1,0,0,2,42,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
44,1,18,8077,1,3,3,1,23,2,2,0,0,50,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
24,0,8,7677,1,2,2,1,5,0,3,2,0,31,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
51,0,30,7340,3,3,2,1,21,2,4,2,1,84,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
23,1,5,7990,3,2,3,1,44,2,0,2,1,66,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
58,0,2,8080,0,3,2,0,85,2,0,1,0,15,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
48,1,35,8537,2,3,3,0,57,3,1,0,1,90,2,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
32,0,22,10207,1,2,2,2,50,1,2,2,1,72,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
28,0,13,9098,0,2,0,0,37,4,2,2,0,26,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
20,0,7,7278,1,0,2,0,3,3,0,1,1,84,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
52,0,42,8743,2,2,3,4,88,3,1,0,1,80,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
24,1,3,8904,0,2,2,1,67,1,4,1,0,73,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
34,0,11,9518,1,2,2,0,99,2,2,2,1,75,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
57,0,37,6831,3,3,1,0,78,0,3,0,1,93,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
53,0,28,5721,2,2,2,0,14,4,3,1,2,84,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
24,0,1,6062,1,3,3,0,11,3,3,0,1,45,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
48,0,4,4571,0,2,0,4,29,0,4,2,1,25,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
42,0,5,5704,1,1,3,2,92,0,3,0,0,11,2,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
19,0,4,10346,2,3,1,0,65,0,0,2,2,53,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
19,0,9,9210,1,1,0,0,60,1,0,1,1,14,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
54,0,2,7114,1,3,2,1,26,1,1,1,1,28,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
25,1,5,9146,3,1,2,1,75,1,0,1,2,25,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
31,1,2,9197,1,2,1,0,40,1,0,1,1,75,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
25,0,3,8882,1,3,2,1,13,2,1,0,2,52,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
49,0,14,3828,1,2,3,0,61,1,3,0,1,52,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
22,0,10,9398,2,2,0,2,54,3,1,2,2,42,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
24,1,14,15495,0,0,2,2,9,0,4,1,1,73,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
32,1,12,4506,2,2,3,1,61,0,1,1,0,75,3,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
57,0,38,8455,2,2,2,0,26,4,0,1,0,48,2,2,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
49,0,39,7194,1,2,2,0,98,2,1,0,0,65,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
43,1,20,8848,2,2,2,1,26,3,0,0,1,92,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
27,1,11,9454,0,3,1,2,47,0,0,0,1,33,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
42,1,29,10568,0,0,2,0,89,3,1,0,0,74,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
42,0,9,8592,2,1,2,0,55,0,0,0,1,80,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
36,1,7,2075,2,2,1,2,82,2,3,1,0,9,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
38,1,3,3775,3,3,2,0,34,1,1,1,2,21,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
33,0,7,10114,1,2,3,0,53,4,1,0,1,14,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
39,0,10,6612,1,1,1,3,51,1,1,1,2,21,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
23,1,1,6623,1,2,2,0,38,1,0,2,0,54,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
52,1,17,6507,1,2,2,0,27,1,1,0,0,37,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
53,0,15,9512,1,1,2,1,50,1,0,0,2,42,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
37,0,29,3620,1,2,2,0,50,3,1,2,1,79,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
59,1,36,4113,0,2,3,0,48,0,4,1,1,41,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
